Comment,Emotion,Comment Length,Word Count,Processed Comment
i talk about in this essay is that people feel differently about poetry when they re angry or sad,anger,97,19,talk essay differently poetry angry sad
i get giddy over feeling elegant in a perfectly fitted pencil skirt,joy,67,12,giddy elegant perfectly fitted pencil skirt
i feel so special when im wearing this front,joy,44,9,special wearing front
i may pour out the half empty cup here i will still be making significantly less than i was making at the age of fresh out of college is an entire dollar and some change more an hour which feels like sweet desperate progress,joy,224,44,may pour half empty cup still making significantly le making age fresh college entire dollar change hour feel sweet desperate progress
i posted this lovely picture on instagram and was feeling slightly rebellious walking on that plane feeling,anger,107,17,posted lovely picture instagram slightly rebellious walking plane
ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight,anger,144,27,predicted angle win slightly le grumpy wrote let say gallows win clean keep thing tight
i need nine hours but it s true and if i get less even seven hours which is supposed to be the norm and which some people consider a lot i feel grumpy unhappy and seriously unmotivated,anger,184,37,need nine hour true le even seven hour supposed norm consider lot grumpy unhappy seriously unmotivated
i almost feel greedy for believing that i want so much,anger,54,11,almost greedy believing much
i was feeling really emotionally distraught and unable to concentrate,fear,69,10,emotionally distraught unable concentrate
i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit,fear,185,36,grabbed collar pulled passionate tonguey kiss long member slide waiting as cheek pulsed frantic bud clit
i feel threatened i feel fear,fear,29,6,threatened fear
i feel even more pressured to cook healthy meals and not eat out do thorough preschool lessons with my boys keep the house spotless exercise serve the church and community and be a happy loving wife at all times,fear,211,39,even pressured cook healthy meal eat thorough preschool lesson boy keep house spotless exercise serve church community happy loving wife time
i loved a person and he went away it wasnt necessary that he left me to reach his goals,anger,87,19,loved person went away wasnt necessary left reach goal
i feel bitter to see what i ve become,anger,37,9,bitter see become
i feel soooo impatient,anger,22,4,soooo impatient
i love how i can feel totally distressed and hopeless but when i put on a bright eyes record or something all of a sudden i have this realization that there is more to life than the shit i worry about,fear,200,41,love totally distressed hopeless put bright eye record something sudden realization life shit worry
i almost feel greedy with my rd child when so many people i know are working so hard for or,anger,91,20,almost greedy rd child many working hard
i love this because to me it should leave the reader feeling confused and slightly deceived,fear,91,16,love leave reader confused slightly deceived
