Comment,Emotion,Comment Length,Word Count
i feel uncertain of how i can keep my personal development of fitness and health going in the right direction,fear,109,20
i still feel it does the genre a disservice when stories are resolved artifically,joy,81,14
i feel petty jealousy or anger yesterday in the face of my wifes happiness and our decision to chaperone a trip with my sons school,anger,131,25
i wasnt feeling mad at god or angry for him allowing this to happen to me i was just sad,anger,88,20
i am feeling that he does i wonder if such a dangerous place could be settled with the mentality that the enmayi have to bring to the possibility,anger,145,28
i am feeling restless for some reason today,fear,43,8
i start to feel agitated inside,anger,31,6
i could wear on a casual shopping trip to feel fabulous without even trying,joy,75,14
im not emo ing no no no haha i am feeling happy instead for being able to meet up with them,joy,91,21
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger,155,35
i was snapping at everybody and feeling very grumpy in general,anger,62,11
im super annoyed cause it hurts all the time cause i cant do my complete manicure and feel like my hands are pretty and i am kind of scared on how long this will take to heal and for my nail to grow again to stick on my finger again,fear,232,50
i don t want to feel annoyed resentful or angry at the fact that he s already had the experience of having and raising kids,anger,123,25
i can feel the frantic beat of his heart but cookie s voice is surprisingly clear,fear,81,16
im still feeling annoyed though,anger,31,5
ive had a rather average career because i decided to work less to earn less no rolex anywhere to be seen but have managed to write and even publish some of the short story collections and novels i have in my mind and on my drafts today i will feel successful,joy,258,51
i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys,joy,186,37
i can hear the hum you make at the feeling of my warmth and my legs shift a little in a strange need,fear,100,23
im feeling a little apprehensive about this party,fear,49,8
i feel that the session was useful and gave me tools i need to move forward in my life,joy,86,19
i just feel like weve been living in a weird time warp like its only wednesday,fear,78,16
i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,joy,103,18
i can tell most of the time what shes really feeling and she was being really sincere,joy,85,17
i feel like im more hated than celebrated and i cant wait till the day i can say i made it,anger,90,21
i just grab something and hit myself just to feel pain damn i know the risks and injuries that might occur i know its dangerous,anger,127,25
i feel about myself is so fucked up,anger,35,8
i often feel the need to defend just about anything even in casual conversation like blue s from the color code are usually christmas fanatics and i jump in and,joy,160,30
i feel hesitant because i don t want to put too much stock in the possibility that maybe today marks the end of a hard year and the start of one that might be better,fear,165,35
i constantly feel lied to and wronged by them i love these people to death,anger,74,15
im feeling afraid,fear,17,3
im particularly feeling pressured to act and behave in ways that are culturally accepted and expected of me,fear,107,18
i think that even just understanding that there s that history behind it it lends to the explanation of where it s being projected from so it s kind of important to some degree and i never feel offended by people questioning that,anger,229,43
i would cry scream kick at the door and feel terrified,fear,54,11
im feeling rebellious for the sake of being rebellious,anger,54,9
